Account,On/Off,Address,Region,City,State,Name Zip,Memo,Month,Btl / Keg Qty,750 Ml Equiv,9L CS Equiv,9L CS Equiv,Purchase Price,Total Sales
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,Early Mountain Vineyards Virginia Rosé 2019,3/18/2020,3,3,0.25,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",10/4/2019,3,3,0.25,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",10/4/2019,3,3,0.25,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/4/2019,1,1,0.08,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/18/2019,12,12,1,13.33,160,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/22/2019,12,12,1,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/22/2019,12,12,1,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,12/6/2019,12,12,1,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",12/6/2019,24,24,2,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,12/6/2019,12,12,1,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/13/2019,24,24,2,,,
Wine Warehouse,off,1804 Hydraulic Rd,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/20/2019,24,24,2,,,
Wine Warehouse,off,1804 Hydraulic Rd,Tidewater,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/11/2020,36,36,3,,,
Zap Wines & Spirits,off,105 Court Street,NY,Brooklyn,NY,11201,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",2/6/2020,48,48,4,,,
Zocalo,on,201 E Main St Suite E,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2018,10/11/2019,36,36,3,,,
Zocalo,on,201 E Main St Suite E,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,12,12,1,,,
Zynodoa,on,115 E Beverly St,Valley / Western VA,Staunton,VA,24401,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/4/2019,1,1,0.08,,,
Zynodoa,on,115 E Beverly St,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Virginia Petit Manseng 2018,2/12/2020,1,1,0.08,,,
Zynodoa,on,115 E Beverly St,valley/Western,Staunton,VA,24401,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/12/2020,1,1,0.08,,,
